536.00	  5.12	  1.80
537.00	  5.17	  1.81
538.00	  5.23	  1.83
539.00	  5.28	  1.84
540.00	  5.34	  1.85
541.00	  5.39	  1.86
542.00	  5.45	  1.87
543.00	  5.50	  1.88
544.00	  5.56	  1.90
545.00	  5.61	  1.91
546.00	  5.67	  1.92
547.00	  5.73	  1.93
548.00	  5.78	  1.95
549.00	  5.84	  1.96
550.00	  5.90	  1.97
551.00	  5.95	  1.98
552.00	  6.01	  2.00
553.00	  6.07	  2.01
554.00	  6.12	  2.02
555.00	  6.18	  2.04
556.00	  6.24	  2.05
557.00	  6.30	  2.06
558.00	  6.35	  2.08
559.00	  6.41	  2.09
560.00	  6.47	  2.11
561.00	  6.53	  2.12
562.00	  6.59	  2.13
563.00	  6.64	  2.15
564.00	  6.70	  2.16
565.00	  6.76	  2.18
566.00	  6.82	  2.19
567.00	  6.88	  2.21
568.00	  6.94	  2.22
569.00	  7.00	  2.24
570.00	  7.06	  2.25
571.00	  7.12	  2.27
572.00	  7.18	  2.28
573.00	  7.24	  2.30
574.00	  7.30	  2.32
575.00	  7.36	  2.33
576.00	  7.42	  2.35
577.00	  7.48	  2.37
578.00	  7.54	  2.38
579.00	  7.60	  2.40
580.00	  7.66	  2.42
581.00	  7.72	  2.43
582.00	  7.78	  2.45
583.00	  7.84	  2.47
584.00	  7.91	  2.48
585.00	  7.97	  2.50
586.00	  8.03	  2.52
587.00	  8.09	  2.54
588.00	  8.16	  2.56
589.00	  8.22	  2.58
590.00	  8.28	  2.59
591.00	  8.34	  2.61
592.00	  8.41	  2.63
593.00	  8.47	  2.65
594.00	  8.53	  2.67
595.00	  8.60	  2.69
596.00	  8.66	  2.71
597.00	  8.73	  2.73
598.00	  8.79	  2.75
599.00	  8.85	  2.77
600.00	  8.92	  2.79
601.00	  8.98	  2.81
602.00	  9.05	  2.83
603.00	  9.12	  2.86
604.00	  9.18	  2.88
605.00	  9.25	  2.90
606.00	  9.31	  2.92
607.00	  9.38	  2.94
608.00	  9.45	  2.97
609.00	  9.51	  2.99
610.00	  9.58	  3.01
611.00	  9.65	  3.04
612.00	  9.71	  3.06
613.00	  9.78	  3.08
614.00	  9.85	  3.11
615.00	  9.92	  3.13
616.00	  9.99	  3.16
617.00	 10.05	  3.18
618.00	 10.12	  3.21
619.00	 10.19	  3.23
620.00	 10.26	  3.26
621.00	 10.33	  3.28
622.00	 10.40	  3.31
623.00	 10.47	  3.34
624.00	 10.54	  3.37
625.00	 10.61	  3.39
626.00	 10.68	  3.42
627.00	 10.75	  3.45
628.00	 10.82	  3.48
629.00	 10.89	  3.51
630.00	 10.97	  3.53
631.00	 11.04	  3.56
632.00	 11.11	  3.59
633.00	 11.18	  3.62
